Sheet,Cell,Value,Formula
Without Debt,T46,"=MIN(IFERROR(T45/T44,0),100%)*(T$42<=$C$19)","=MIN(IFERROR(T45/T44,0),100%)*(T$42<=$C$19)"
Without Debt,U46,"=MIN(IFERROR(U45/U44,0),100%)*(U$42<=$C$19)","=MIN(IFERROR(U45/U44,0),100%)*(U$42<=$C$19)"
Without Debt,V46,"=MIN(IFERROR(V45/V44,0),100%)*(V$42<=$C$19)","=MIN(IFERROR(V45/V44,0),100%)*(V$42<=$C$19)"
Without Debt,W46,"=MIN(IFERROR(W45/W44,0),100%)*(W$42<=$C$19)","=MIN(IFERROR(W45/W44,0),100%)*(W$42<=$C$19)"
Without Debt,X46,"=MIN(IFERROR(X45/X44,0),100%)*(X$42<=$C$19)","=MIN(IFERROR(X45/X44,0),100%)*(X$42<=$C$19)"
Without Debt,Y46,"=MIN(IFERROR(Y45/Y44,0),100%)*(Y$42<=$C$19)","=MIN(IFERROR(Y45/Y44,0),100%)*(Y$42<=$C$19)"
Without Debt,Z46,"=MIN(IFERROR(Z45/Z44,0),100%)*(Z$42<=$C$19)","=MIN(IFERROR(Z45/Z44,0),100%)*(Z$42<=$C$19)"
Without Debt,AA46,"=MIN(IFERROR(AA45/AA44,0),100%)*(AA$42<=$C$19)","=MIN(IFERROR(AA45/AA44,0),100%)*(AA$42<=$C$19)"
Without Debt,AB46,"=MIN(IFERROR(AB45/AB44,0),100%)*(AB$42<=$C$19)","=MIN(IFERROR(AB45/AB44,0),100%)*(AB$42<=$C$19)"
Without Debt,B47,Export Tariff,
Without Debt,D47,=$C$12*((1+$C$17)^(D42-1))*(D$42<=$C$19),=$C$12*((1+$C$17)^(D42-1))*(D$42<=$C$19)
Without Debt,E47,=$C$12*((1+$C$17)^(E42-1))*(E42<=$C$19),=$C$12*((1+$C$17)^(E42-1))*(E42<=$C$19)
Without Debt,F47,=$C$12*((1+$C$17)^(F42-1))*(F42<=$C$19),=$C$12*((1+$C$17)^(F42-1))*(F42<=$C$19)
Without Debt,G47,=$C$12*((1+$C$17)^(G42-1))*(G42<=$C$19),=$C$12*((1+$C$17)^(G42-1))*(G42<=$C$19)
Without Debt,H47,=$C$12*((1+$C$17)^(H42-1))*(H42<=$C$19),=$C$12*((1+$C$17)^(H42-1))*(H42<=$C$19)
Without Debt,I47,=$C$12*((1+$C$17)^(I42-1))*(I42<=$C$19),=$C$12*((1+$C$17)^(I42-1))*(I42<=$C$19)
Without Debt,J47,=$C$12*((1+$C$17)^(J42-1))*(J42<=$C$19),=$C$12*((1+$C$17)^(J42-1))*(J42<=$C$19)
Without Debt,K47,=$C$12*((1+$C$17)^(K42-1))*(K42<=$C$19),=$C$12*((1+$C$17)^(K42-1))*(K42<=$C$19)
Without Debt,L47,=$C$12*((1+$C$17)^(L42-1))*(L42<=$C$19),=$C$12*((1+$C$17)^(L42-1))*(L42<=$C$19)
Without Debt,M47,=$C$12*((1+$C$17)^(M42-1))*(M42<=$C$19),=$C$12*((1+$C$17)^(M42-1))*(M42<=$C$19)
Without Debt,N47,=$C$12*((1+$C$17)^(N42-1))*(N42<=$C$19),=$C$12*((1+$C$17)^(N42-1))*(N42<=$C$19)
Without Debt,O47,=$C$12*((1+$C$17)^(O42-1))*(O42<=$C$19),=$C$12*((1+$C$17)^(O42-1))*(O42<=$C$19)
Without Debt,P47,=$C$12*((1+$C$17)^(P42-1))*(P42<=$C$19),=$C$12*((1+$C$17)^(P42-1))*(P42<=$C$19)
Without Debt,Q47,=$C$12*((1+$C$17)^(Q42-1))*(Q42<=$C$19),=$C$12*((1+$C$17)^(Q42-1))*(Q42<=$C$19)
Without Debt,R47,=$C$12*((1+$C$17)^(R42-1))*(R42<=$C$19),=$C$12*((1+$C$17)^(R42-1))*(R42<=$C$19)
Without Debt,S47,=$C$12*((1+$C$17)^(S42-1))*(S42<=$C$19),=$C$12*((1+$C$17)^(S42-1))*(S42<=$C$19)
Without Debt,T47,=$C$12*((1+$C$17)^(T42-1))*(T42<=$C$19),=$C$12*((1+$C$17)^(T42-1))*(T42<=$C$19)
Without Debt,U47,=$C$12*((1+$C$17)^(U42-1))*(U42<=$C$19),=$C$12*((1+$C$17)^(U42-1))*(U42<=$C$19)
Without Debt,V47,=$C$12*((1+$C$17)^(V42-1))*(V42<=$C$19),=$C$12*((1+$C$17)^(V42-1))*(V42<=$C$19)
Without Debt,W47,=$C$12*((1+$C$17)^(W42-1))*(W42<=$C$19),=$C$12*((1+$C$17)^(W42-1))*(W42<=$C$19)
Without Debt,X47,=$C$12*((1+$C$17)^(X42-1))*(X42<=$C$19),=$C$12*((1+$C$17)^(X42-1))*(X42<=$C$19)
Without Debt,Y47,=$C$12*((1+$C$17)^(Y42-1))*(Y42<=$C$19),=$C$12*((1+$C$17)^(Y42-1))*(Y42<=$C$19)
Without Debt,Z47,=$C$12*((1+$C$17)^(Z42-1))*(Z42<=$C$19),=$C$12*((1+$C$17)^(Z42-1))*(Z42<=$C$19)
Without Debt,AA47,=$C$12*((1+$C$17)^(AA42-1))*(AA42<=$C$19),=$C$12*((1+$C$17)^(AA42-1))*(AA42<=$C$19)
Without Debt,AB47,=$C$12*((1+$C$17)^(AB42-1))*(AB42<=$C$19),=$C$12*((1+$C$17)^(AB42-1))*(AB42<=$C$19)
Without Debt,B48,Offtake Price,
Without Debt,D48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(D42-1))*(D42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(D42-1))*(D42<=$C$19),Summary!$D$19)"
Without Debt,E48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(E42-1))*(E42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(E42-1))*(E42<=$C$19),Summary!$D$19)"
Without Debt,F48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(F42-1))*(F42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(F42-1))*(F42<=$C$19),Summary!$D$19)"
Without Debt,G48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(G42-1))*(G42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(G42-1))*(G42<=$C$19),Summary!$D$19)"
Without Debt,H48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(H42-1))*(H42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(H42-1))*(H42<=$C$19),Summary!$D$19)"
Without Debt,I48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(I42-1))*(I42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(I42-1))*(I42<=$C$19),Summary!$D$19)"
Without Debt,J48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(J42-1))*(J42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(J42-1))*(J42<=$C$19),Summary!$D$19)"
Without Debt,K48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(K42-1))*(K42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(K42-1))*(K42<=$C$19),Summary!$D$19)"
Without Debt,L48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(L42-1))*(L42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(L42-1))*(L42<=$C$19),Summary!$D$19)"
Without Debt,M48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(M42-1))*(M42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(M42-1))*(M42<=$C$19),Summary!$D$19)"
Without Debt,N48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(N42-1))*(N42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(N42-1))*(N42<=$C$19),Summary!$D$19)"
Without Debt,O48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(O42-1))*(O42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(O42-1))*(O42<=$C$19),Summary!$D$19)"
Without Debt,P48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(P42-1))*(P42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(P42-1))*(P42<=$C$19),Summary!$D$19)"
Without Debt,Q48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(Q42-1))*(Q42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(Q42-1))*(Q42<=$C$19),Summary!$D$19)"
Without Debt,R48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(R42-1))*(R42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(R42-1))*(R42<=$C$19),Summary!$D$19)"
Without Debt,S48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(S42-1))*(S42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(S42-1))*(S42<=$C$19),Summary!$D$19)"
Without Debt,T48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(T42-1))*(T42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(T42-1))*(T42<=$C$19),Summary!$D$19)"
Without Debt,U48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(U42-1))*(U42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(U42-1))*(U42<=$C$19),Summary!$D$19)"
Without Debt,V48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(V42-1))*(V42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(V42-1))*(V42<=$C$19),Summary!$D$19)"
Without Debt,W48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(W42-1))*(W42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(W42-1))*(W42<=$C$19),Summary!$D$19)"
Without Debt,X48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(X42-1))*(X42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(X42-1))*(X42<=$C$19),Summary!$D$19)"
Without Debt,Y48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(Y42-1))*(Y42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(Y42-1))*(Y42<=$C$19),Summary!$D$19)"
Without Debt,Z48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(Z42-1))*(Z42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(Z42-1))*(Z42<=$C$19),Summary!$D$19)"
Without Debt,AA48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(AA42-1))*(AA42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(AA42-1))*(AA42<=$C$19),Summary!$D$19)"
Without Debt,AB48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(AB42-1))*(AB42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(AB42-1))*(AB42<=$C$19),Summary!$D$19)"
Without Debt,B50,Export income,
Without Debt,D50,=(D$44*(1-D$46)*D$47)/100,=(D$44*(1-D$46)*D$47)/100
Without Debt,E50,=(E$44*(1-E$46)*E$47)/100,=(E$44*(1-E$46)*E$47)/100
Without Debt,F50,=(F$44*(1-F$46)*F$47)/100,=(F$44*(1-F$46)*F$47)/100
Without Debt,G50,=(G$44*(1-G$46)*G$47)/100,=(G$44*(1-G$46)*G$47)/100
Without Debt,H50,=(H$44*(1-H$46)*H$47)/100,=(H$44*(1-H$46)*H$47)/100
Without Debt,I50,=(I$44*(1-I$46)*I$47)/100,=(I$44*(1-I$46)*I$47)/100
Without Debt,J50,=(J$44*(1-J$46)*J$47)/100,=(J$44*(1-J$46)*J$47)/100
Without Debt,K50,=(K$44*(1-K$46)*K$47)/100,=(K$44*(1-K$46)*K$47)/100
Without Debt,L50,=(L$44*(1-L$46)*L$47)/100,=(L$44*(1-L$46)*L$47)/100
Without Debt,M50,=(M$44*(1-M$46)*M$47)/100,=(M$44*(1-M$46)*M$47)/100
Without Debt,N50,=(N$44*(1-N$46)*N$47)/100,=(N$44*(1-N$46)*N$47)/100
Without Debt,O50,=(O$44*(1-O$46)*O$47)/100,=(O$44*(1-O$46)*O$47)/100
Without Debt,P50,=(P$44*(1-P$46)*P$47)/100,=(P$44*(1-P$46)*P$47)/100
Without Debt,Q50,=(Q$44*(1-Q$46)*Q$47)/100,=(Q$44*(1-Q$46)*Q$47)/100
Without Debt,R50,=(R$44*(1-R$46)*R$47)/100,=(R$44*(1-R$46)*R$47)/100
Without Debt,S50,=(S$44*(1-S$46)*S$47)/100,=(S$44*(1-S$46)*S$47)/100
Without Debt,T50,=(T$44*(1-T$46)*T$47)/100,=(T$44*(1-T$46)*T$47)/100
Without Debt,U50,=(U$44*(1-U$46)*U$47)/100,=(U$44*(1-U$46)*U$47)/100
Without Debt,V50,=(V$44*(1-V$46)*V$47)/100,=(V$44*(1-V$46)*V$47)/100
Without Debt,W50,=(W$44*(1-W$46)*W$47)/100,=(W$44*(1-W$46)*W$47)/100
Without Debt,X50,=(X$44*(1-X$46)*X$47)/100,=(X$44*(1-X$46)*X$47)/100
Without Debt,Y50,=(Y$44*(1-Y$46)*Y$47)/100,=(Y$44*(1-Y$46)*Y$47)/100
Without Debt,Z50,=(Z$44*(1-Z$46)*Z$47)/100,=(Z$44*(1-Z$46)*Z$47)/100
Without Debt,AA50,=(AA$44*(1-AA$46)*AA$47)/100,=(AA$44*(1-AA$46)*AA$47)/100
Without Debt,AB50,=(AB$44*(1-AB$46)*AB$47)/100,=(AB$44*(1-AB$46)*AB$47)/100
Without Debt,B51,PPA income,
Without Debt,D51,=(+D$44*(D$46)*D$48)/100,=(+D$44*(D$46)*D$48)/100
Without Debt,E51,=(+E$44*(E$46)*E$48)/100,=(+E$44*(E$46)*E$48)/100
Without Debt,F51,=(+F$44*(F$46)*F$48)/100,=(+F$44*(F$46)*F$48)/100
Without Debt,G51,=(+G$44*(G$46)*G$48)/100,=(+G$44*(G$46)*G$48)/100
Without Debt,H51,=(+H$44*(H$46)*H$48)/100,=(+H$44*(H$46)*H$48)/100
Without Debt,I51,=(+I$44*(I$46)*I$48)/100,=(+I$44*(I$46)*I$48)/100
Without Debt,J51,=(+J$44*(J$46)*J$48)/100,=(+J$44*(J$46)*J$48)/100
Without Debt,K51,=(+K$44*(K$46)*K$48)/100,=(+K$44*(K$46)*K$48)/100
Without Debt,L51,=(+L$44*(L$46)*L$48)/100,=(+L$44*(L$46)*L$48)/100
Without Debt,M51,=(+M$44*(M$46)*M$48)/100,=(+M$44*(M$46)*M$48)/100
Without Debt,N51,=(+N$44*(N$46)*N$48)/100,=(+N$44*(N$46)*N$48)/100
Without Debt,O51,=(+O$44*(O$46)*O$48)/100,=(+O$44*(O$46)*O$48)/100
Without Debt,P51,=(+P$44*(P$46)*P$48)/100,=(+P$44*(P$46)*P$48)/100
Without Debt,Q51,=(+Q$44*(Q$46)*Q$48)/100,=(+Q$44*(Q$46)*Q$48)/100
Without Debt,R51,=(+R$44*(R$46)*R$48)/100,=(+R$44*(R$46)*R$48)/100
Without Debt,S51,=(+S$44*(S$46)*S$48)/100,=(+S$44*(S$46)*S$48)/100
Without Debt,T51,=(+T$44*(T$46)*T$48)/100,=(+T$44*(T$46)*T$48)/100
Without Debt,U51,=(+U$44*(U$46)*U$48)/100,=(+U$44*(U$46)*U$48)/100
Without Debt,V51,=(+V$44*(V$46)*V$48)/100,=(+V$44*(V$46)*V$48)/100
Without Debt,W51,=(+W$44*(W$46)*W$48)/100,=(+W$44*(W$46)*W$48)/100
Without Debt,X51,=(+X$44*(X$46)*X$48)/100,=(+X$44*(X$46)*X$48)/100
Without Debt,Y51,=(+Y$44*(Y$46)*Y$48)/100,=(+Y$44*(Y$46)*Y$48)/100
Without Debt,Z51,=(+Z$44*(Z$46)*Z$48)/100,=(+Z$44*(Z$46)*Z$48)/100
Without Debt,AA51,=(+AA$44*(AA$46)*AA$48)/100,=(+AA$44*(AA$46)*AA$48)/100
Without Debt,AB51,=(+AB$44*(AB$46)*AB$48)/100,=(+AB$44*(AB$46)*AB$48)/100
Without Debt,B52,Revenue,
Without Debt,D52,=SUM(D50:D51),=SUM(D50:D51)
Without Debt,E52,=SUM(E50:E51),=SUM(E50:E51)
Without Debt,F52,=SUM(F50:F51),=SUM(F50:F51)
Without Debt,G52,=SUM(G50:G51),=SUM(G50:G51)
Without Debt,H52,=SUM(H50:H51),=SUM(H50:H51)
Without Debt,I52,=SUM(I50:I51),=SUM(I50:I51)
Without Debt,J52,=SUM(J50:J51),=SUM(J50:J51)
Without Debt,K52,=SUM(K50:K51),=SUM(K50:K51)
Without Debt,L52,=SUM(L50:L51),=SUM(L50:L51)
Without Debt,M52,=SUM(M50:M51),=SUM(M50:M51)
Without Debt,N52,=SUM(N50:N51),=SUM(N50:N51)
Without Debt,O52,=SUM(O50:O51),=SUM(O50:O51)
Without Debt,P52,=SUM(P50:P51),=SUM(P50:P51)
Without Debt,Q52,=SUM(Q50:Q51),=SUM(Q50:Q51)
Without Debt,R52,=SUM(R50:R51),=SUM(R50:R51)
Without Debt,S52,=SUM(S50:S51),=SUM(S50:S51)
Without Debt,T52,=SUM(T50:T51),=SUM(T50:T51)
Without Debt,U52,=SUM(U50:U51),=SUM(U50:U51)
Without Debt,V52,=SUM(V50:V51),=SUM(V50:V51)
Without Debt,W52,=SUM(W50:W51),=SUM(W50:W51)
Without Debt,X52,=SUM(X50:X51),=SUM(X50:X51)
Without Debt,Y52,=SUM(Y50:Y51),=SUM(Y50:Y51)
Without Debt,Z52,=SUM(Z50:Z51),=SUM(Z50:Z51)
Without Debt,AA52,=SUM(AA50:AA51),=SUM(AA50:AA51)
Without Debt,AB52,=SUM(AB50:AB51),=SUM(AB50:AB51)
Without Debt,B55,Billing,
Without Debt,D55,=$H$20*(1+$C$16)^(D42-1)*(D42<=$C$19),=$H$20*(1+$C$16)^(D42-1)*(D42<=$C$19)
Without Debt,E55,=$H$20*(1+$C$16)^(E42-1)*(E42<=$C$19),=$H$20*(1+$C$16)^(E42-1)*(E42<=$C$19)
Without Debt,F55,=$H$20*(1+$C$16)^(F42-1)*(F42<=$C$19),=$H$20*(1+$C$16)^(F42-1)*(F42<=$C$19)
Without Debt,G55,=$I$20*(1+$C$16)^(G42-1)*(G42<=$C$19),=$I$20*(1+$C$16)^(G42-1)*(G42<=$C$19)
Without Debt,H55,=$I$20*(1+$C$16)^(H42-1)*(H42<=$C$19),=$I$20*(1+$C$16)^(H42-1)*(H42<=$C$19)
Without Debt,I55,=$I$20*(1+$C$16)^(I42-1)*(I42<=$C$19),=$I$20*(1+$C$16)^(I42-1)*(I42<=$C$19)
Without Debt,J55,=$I$20*(1+$C$16)^(J42-1)*(J42<=$C$19),=$I$20*(1+$C$16)^(J42-1)*(J42<=$C$19)
Without Debt,K55,=$I$20*(1+$C$16)^(K42-1)*(K42<=$C$19),=$I$20*(1+$C$16)^(K42-1)*(K42<=$C$19)
Without Debt,L55,=$I$20*(1+$C$16)^(L42-1)*(L42<=$C$19),=$I$20*(1+$C$16)^(L42-1)*(L42<=$C$19)
Without Debt,M55,=$I$20*(1+$C$16)^(M42-1)*(M42<=$C$19),=$I$20*(1+$C$16)^(M42-1)*(M42<=$C$19)
Without Debt,N55,=$I$20*(1+$C$16)^(N42-1)*(N42<=$C$19),=$I$20*(1+$C$16)^(N42-1)*(N42<=$C$19)
Without Debt,O55,=$I$20*(1+$C$16)^(O42-1)*(O42<=$C$19),=$I$20*(1+$C$16)^(O42-1)*(O42<=$C$19)
Without Debt,P55,=$I$20*(1+$C$16)^(P42-1)*(P42<=$C$19),=$I$20*(1+$C$16)^(P42-1)*(P42<=$C$19)
Without Debt,Q55,=$I$20*(1+$C$16)^(Q42-1)*(Q42<=$C$19),=$I$20*(1+$C$16)^(Q42-1)*(Q42<=$C$19)
Without Debt,R55,=$I$20*(1+$C$16)^(R42-1)*(R42<=$C$19),=$I$20*(1+$C$16)^(R42-1)*(R42<=$C$19)
Without Debt,S55,=$I$20*(1+$C$16)^(S42-1)*(S42<=$C$19),=$I$20*(1+$C$16)^(S42-1)*(S42<=$C$19)
Without Debt,T55,=$I$20*(1+$C$16)^(T42-1)*(T42<=$C$19),=$I$20*(1+$C$16)^(T42-1)*(T42<=$C$19)
Without Debt,U55,=$I$20*(1+$C$16)^(U42-1)*(U42<=$C$19),=$I$20*(1+$C$16)^(U42-1)*(U42<=$C$19)
Without Debt,V55,=$I$20*(1+$C$16)^(V42-1)*(V42<=$C$19),=$I$20*(1+$C$16)^(V42-1)*(V42<=$C$19)
Without Debt,W55,=$I$20*(1+$C$16)^(W42-1)*(W42<=$C$19),=$I$20*(1+$C$16)^(W42-1)*(W42<=$C$19)
Without Debt,X55,=$I$20*(1+$C$16)^(X42-1)*(X42<=$C$19),=$I$20*(1+$C$16)^(X42-1)*(X42<=$C$19)
Without Debt,Y55,=$I$20*(1+$C$16)^(Y42-1)*(Y42<=$C$19),=$I$20*(1+$C$16)^(Y42-1)*(Y42<=$C$19)
Without Debt,Z55,=$I$20*(1+$C$16)^(Z42-1)*(Z42<=$C$19),=$I$20*(1+$C$16)^(Z42-1)*(Z42<=$C$19)
Without Debt,AA55,=$I$20*(1+$C$16)^(AA42-1)*(AA42<=$C$19),=$I$20*(1+$C$16)^(AA42-1)*(AA42<=$C$19)
Without Debt,AB55,=$I$20*(1+$C$16)^(AB42-1)*(AB42<=$C$19),=$I$20*(1+$C$16)^(AB42-1)*(AB42<=$C$19)
Without Debt,B56,Asset mangement,
Without Debt,D56,=$C$7*$H$21*(1+$C$16)^(D42-1)*(D42<=$C$19),=$C$7*$H$21*(1+$C$16)^(D42-1)*(D42<=$C$19)
Without Debt,E56,=$C$7*$H$21*(1+$C$16)^(E42-1)*(E42<=$C$19),=$C$7*$H$21*(1+$C$16)^(E42-1)*(E42<=$C$19)
Without Debt,F56,=$C$7*$H$21*(1+$C$16)^(F42-1)*(F42<=$C$19),=$C$7*$H$21*(1+$C$16)^(F42-1)*(F42<=$C$19)
Without Debt,G56,=$C$7*$H$21*(1+$C$16)^(G42-1)*(G42<=$C$19),=$C$7*$H$21*(1+$C$16)^(G42-1)*(G42<=$C$19)
Without Debt,H56,=$C$7*$H$21*(1+$C$16)^(H42-1)*(H42<=$C$19),=$C$7*$H$21*(1+$C$16)^(H42-1)*(H42<=$C$19)
Without Debt,I56,=$C$7*$H$21*(1+$C$16)^(I42-1)*(I42<=$C$19),=$C$7*$H$21*(1+$C$16)^(I42-1)*(I42<=$C$19)
Without Debt,J56,=$C$7*$H$21*(1+$C$16)^(J42-1)*(J42<=$C$19),=$C$7*$H$21*(1+$C$16)^(J42-1)*(J42<=$C$19)
Without Debt,K56,=$C$7*$H$21*(1+$C$16)^(K42-1)*(K42<=$C$19),=$C$7*$H$21*(1+$C$16)^(K42-1)*(K42<=$C$19)
Without Debt,L56,=$C$7*$H$21*(1+$C$16)^(L42-1)*(L42<=$C$19),=$C$7*$H$21*(1+$C$16)^(L42-1)*(L42<=$C$19)
Without Debt,M56,=$C$7*$H$21*(1+$C$16)^(M42-1)*(M42<=$C$19),=$C$7*$H$21*(1+$C$16)^(M42-1)*(M42<=$C$19)
Without Debt,N56,=$C$7*$H$21*(1+$C$16)^(N42-1)*(N42<=$C$19),=$C$7*$H$21*(1+$C$16)^(N42-1)*(N42<=$C$19)
Without Debt,O56,=$C$7*$H$21*(1+$C$16)^(O42-1)*(O42<=$C$19),=$C$7*$H$21*(1+$C$16)^(O42-1)*(O42<=$C$19)
Without Debt,P56,=$C$7*$H$21*(1+$C$16)^(P42-1)*(P42<=$C$19),=$C$7*$H$21*(1+$C$16)^(P42-1)*(P42<=$C$19)
Without Debt,Q56,=$C$7*$H$21*(1+$C$16)^(Q42-1)*(Q42<=$C$19),=$C$7*$H$21*(1+$C$16)^(Q42-1)*(Q42<=$C$19)
Without Debt,R56,=$C$7*$H$21*(1+$C$16)^(R42-1)*(R42<=$C$19),=$C$7*$H$21*(1+$C$16)^(R42-1)*(R42<=$C$19)
Without Debt,S56,=$C$7*$H$21*(1+$C$16)^(S42-1)*(S42<=$C$19),=$C$7*$H$21*(1+$C$16)^(S42-1)*(S42<=$C$19)
Without Debt,T56,=$C$7*$H$21*(1+$C$16)^(T42-1)*(T42<=$C$19),=$C$7*$H$21*(1+$C$16)^(T42-1)*(T42<=$C$19)
Without Debt,U56,=$C$7*$H$21*(1+$C$16)^(U42-1)*(U42<=$C$19),=$C$7*$H$21*(1+$C$16)^(U42-1)*(U42<=$C$19)
Without Debt,V56,=$C$7*$H$21*(1+$C$16)^(V42-1)*(V42<=$C$19),=$C$7*$H$21*(1+$C$16)^(V42-1)*(V42<=$C$19)
Without Debt,W56,=$C$7*$H$21*(1+$C$16)^(W42-1)*(W42<=$C$19),=$C$7*$H$21*(1+$C$16)^(W42-1)*(W42<=$C$19)
Without Debt,X56,=$C$7*$H$21*(1+$C$16)^(X42-1)*(X42<=$C$19),=$C$7*$H$21*(1+$C$16)^(X42-1)*(X42<=$C$19)
Without Debt,Y56,=$C$7*$H$21*(1+$C$16)^(Y42-1)*(Y42<=$C$19),=$C$7*$H$21*(1+$C$16)^(Y42-1)*(Y42<=$C$19)
Without Debt,Z56,=$C$7*$H$21*(1+$C$16)^(Z42-1)*(Z42<=$C$19),=$C$7*$H$21*(1+$C$16)^(Z42-1)*(Z42<=$C$19)
Without Debt,AA56,=$C$7*$H$21*(1+$C$16)^(AA42-1)*(AA42<=$C$19),=$C$7*$H$21*(1+$C$16)^(AA42-1)*(AA42<=$C$19)
Without Debt,AB56,=$C$7*$H$21*(1+$C$16)^(AB42-1)*(AB42<=$C$19),=$C$7*$H$21*(1+$C$16)^(AB42-1)*(AB42<=$C$19)
Without Debt,B57,CHP Service,
Without Debt,D57,=Summary!M11+Summary!W16+Summary!AB16+Summary!AG16+Summary!AL16+Summary!AQ16+Summary!AV16+Summary!BA16+Summary!BF16,=Summary!M11+Summary!W16+Summary!AB16+Summary!AG16+Summary!AL16+Summary!AQ16+Summary!AV16+Summary!BA16+Summary!BF16
Without Debt,E57,=D57*(1+$C$16)*(E$42<=$C$19),=D57*(1+$C$16)*(E$42<=$C$19)
Without Debt,F57,=E57*(1+$C$16)*(F$42<=$C$19),=E57*(1+$C$16)*(F$42<=$C$19)
Without Debt,G57,=F57*(1+$C$16)*(G$42<=$C$19),=F57*(1+$C$16)*(G$42<=$C$19)
Without Debt,H57,=G57*(1+$C$16)*(H$42<=$C$19),=G57*(1+$C$16)*(H$42<=$C$19)
Without Debt,I57,=H57*(1+$C$16)*(I$42<=$C$19),=H57*(1+$C$16)*(I$42<=$C$19)
Without Debt,J57,=I57*(1+$C$16)*(J$42<=$C$19),=I57*(1+$C$16)*(J$42<=$C$19)
Without Debt,K57,=J57*(1+$C$16)*(K$42<=$C$19),=J57*(1+$C$16)*(K$42<=$C$19)
Without Debt,L57,=K57*(1+$C$16)*(L$42<=$C$19),=K57*(1+$C$16)*(L$42<=$C$19)
Without Debt,M57,=L57*(1+$C$16)*(M$42<=$C$19),=L57*(1+$C$16)*(M$42<=$C$19)
