Sheet,Cell,Value,Formula
Calculation Debt,H46,"=MIN(IFERROR(H45/H44,0),100%)*(H$42<=$C$19)","=MIN(IFERROR(H45/H44,0),100%)*(H$42<=$C$19)"
Calculation Debt,I46,"=MIN(IFERROR(I45/I44,0),100%)*(I$42<=$C$19)","=MIN(IFERROR(I45/I44,0),100%)*(I$42<=$C$19)"
Calculation Debt,J46,"=MIN(IFERROR(J45/J44,0),100%)*(J$42<=$C$19)","=MIN(IFERROR(J45/J44,0),100%)*(J$42<=$C$19)"
Calculation Debt,K46,"=MIN(IFERROR(K45/K44,0),100%)*(K$42<=$C$19)","=MIN(IFERROR(K45/K44,0),100%)*(K$42<=$C$19)"
Calculation Debt,L46,"=MIN(IFERROR(L45/L44,0),100%)*(L$42<=$C$19)","=MIN(IFERROR(L45/L44,0),100%)*(L$42<=$C$19)"
Calculation Debt,M46,"=MIN(IFERROR(M45/M44,0),100%)*(M$42<=$C$19)","=MIN(IFERROR(M45/M44,0),100%)*(M$42<=$C$19)"
Calculation Debt,N46,"=MIN(IFERROR(N45/N44,0),100%)*(N$42<=$C$19)","=MIN(IFERROR(N45/N44,0),100%)*(N$42<=$C$19)"
Calculation Debt,O46,"=MIN(IFERROR(O45/O44,0),100%)*(O$42<=$C$19)","=MIN(IFERROR(O45/O44,0),100%)*(O$42<=$C$19)"
Calculation Debt,P46,"=MIN(IFERROR(P45/P44,0),100%)*(P$42<=$C$19)","=MIN(IFERROR(P45/P44,0),100%)*(P$42<=$C$19)"
Calculation Debt,Q46,"=MIN(IFERROR(Q45/Q44,0),100%)*(Q$42<=$C$19)","=MIN(IFERROR(Q45/Q44,0),100%)*(Q$42<=$C$19)"
Calculation Debt,R46,"=MIN(IFERROR(R45/R44,0),100%)*(R$42<=$C$19)","=MIN(IFERROR(R45/R44,0),100%)*(R$42<=$C$19)"
Calculation Debt,S46,"=MIN(IFERROR(S45/S44,0),100%)*(S$42<=$C$19)","=MIN(IFERROR(S45/S44,0),100%)*(S$42<=$C$19)"
Calculation Debt,T46,"=MIN(IFERROR(T45/T44,0),100%)*(T$42<=$C$19)","=MIN(IFERROR(T45/T44,0),100%)*(T$42<=$C$19)"
Calculation Debt,U46,"=MIN(IFERROR(U45/U44,0),100%)*(U$42<=$C$19)","=MIN(IFERROR(U45/U44,0),100%)*(U$42<=$C$19)"
Calculation Debt,V46,"=MIN(IFERROR(V45/V44,0),100%)*(V$42<=$C$19)","=MIN(IFERROR(V45/V44,0),100%)*(V$42<=$C$19)"
Calculation Debt,W46,"=MIN(IFERROR(W45/W44,0),100%)*(W$42<=$C$19)","=MIN(IFERROR(W45/W44,0),100%)*(W$42<=$C$19)"
Calculation Debt,X46,"=MIN(IFERROR(X45/X44,0),100%)*(X$42<=$C$19)","=MIN(IFERROR(X45/X44,0),100%)*(X$42<=$C$19)"
Calculation Debt,Y46,"=MIN(IFERROR(Y45/Y44,0),100%)*(Y$42<=$C$19)","=MIN(IFERROR(Y45/Y44,0),100%)*(Y$42<=$C$19)"
Calculation Debt,Z46,"=MIN(IFERROR(Z45/Z44,0),100%)*(Z$42<=$C$19)","=MIN(IFERROR(Z45/Z44,0),100%)*(Z$42<=$C$19)"
Calculation Debt,AA46,"=MIN(IFERROR(AA45/AA44,0),100%)*(AA$42<=$C$19)","=MIN(IFERROR(AA45/AA44,0),100%)*(AA$42<=$C$19)"
Calculation Debt,AB46,"=MIN(IFERROR(AB45/AB44,0),100%)*(AB$42<=$C$19)","=MIN(IFERROR(AB45/AB44,0),100%)*(AB$42<=$C$19)"
Calculation Debt,B47,Export Tariff,
Calculation Debt,D47,=$C$12*((1+$C$17)^(D42-1))*(D$42<=$C$19),=$C$12*((1+$C$17)^(D42-1))*(D$42<=$C$19)
Calculation Debt,E47,=$C$12*((1+$C$17)^(E42-1))*(E42<=$C$19),=$C$12*((1+$C$17)^(E42-1))*(E42<=$C$19)
Calculation Debt,F47,=$C$12*((1+$C$17)^(F42-1))*(F42<=$C$19),=$C$12*((1+$C$17)^(F42-1))*(F42<=$C$19)
Calculation Debt,G47,=$C$12*((1+$C$17)^(G42-1))*(G42<=$C$19),=$C$12*((1+$C$17)^(G42-1))*(G42<=$C$19)
Calculation Debt,H47,=$C$12*((1+$C$17)^(H42-1))*(H42<=$C$19),=$C$12*((1+$C$17)^(H42-1))*(H42<=$C$19)
Calculation Debt,I47,=$C$12*((1+$C$17)^(I42-1))*(I42<=$C$19),=$C$12*((1+$C$17)^(I42-1))*(I42<=$C$19)
Calculation Debt,J47,=$C$12*((1+$C$17)^(J42-1))*(J42<=$C$19),=$C$12*((1+$C$17)^(J42-1))*(J42<=$C$19)
Calculation Debt,K47,=$C$12*((1+$C$17)^(K42-1))*(K42<=$C$19),=$C$12*((1+$C$17)^(K42-1))*(K42<=$C$19)
Calculation Debt,L47,=$C$12*((1+$C$17)^(L42-1))*(L42<=$C$19),=$C$12*((1+$C$17)^(L42-1))*(L42<=$C$19)
Calculation Debt,M47,=$C$12*((1+$C$17)^(M42-1))*(M42<=$C$19),=$C$12*((1+$C$17)^(M42-1))*(M42<=$C$19)
Calculation Debt,N47,=$C$12*((1+$C$17)^(N42-1))*(N42<=$C$19),=$C$12*((1+$C$17)^(N42-1))*(N42<=$C$19)
Calculation Debt,O47,=$C$12*((1+$C$17)^(O42-1))*(O42<=$C$19),=$C$12*((1+$C$17)^(O42-1))*(O42<=$C$19)
Calculation Debt,P47,=$C$12*((1+$C$17)^(P42-1))*(P42<=$C$19),=$C$12*((1+$C$17)^(P42-1))*(P42<=$C$19)
Calculation Debt,Q47,=$C$12*((1+$C$17)^(Q42-1))*(Q42<=$C$19),=$C$12*((1+$C$17)^(Q42-1))*(Q42<=$C$19)
Calculation Debt,R47,=$C$12*((1+$C$17)^(R42-1))*(R42<=$C$19),=$C$12*((1+$C$17)^(R42-1))*(R42<=$C$19)
Calculation Debt,S47,=$C$12*((1+$C$17)^(S42-1))*(S42<=$C$19),=$C$12*((1+$C$17)^(S42-1))*(S42<=$C$19)
Calculation Debt,T47,=$C$12*((1+$C$17)^(T42-1))*(T42<=$C$19),=$C$12*((1+$C$17)^(T42-1))*(T42<=$C$19)
Calculation Debt,U47,=$C$12*((1+$C$17)^(U42-1))*(U42<=$C$19),=$C$12*((1+$C$17)^(U42-1))*(U42<=$C$19)
Calculation Debt,V47,=$C$12*((1+$C$17)^(V42-1))*(V42<=$C$19),=$C$12*((1+$C$17)^(V42-1))*(V42<=$C$19)
Calculation Debt,W47,=$C$12*((1+$C$17)^(W42-1))*(W42<=$C$19),=$C$12*((1+$C$17)^(W42-1))*(W42<=$C$19)
Calculation Debt,X47,=$C$12*((1+$C$17)^(X42-1))*(X42<=$C$19),=$C$12*((1+$C$17)^(X42-1))*(X42<=$C$19)
Calculation Debt,Y47,=$C$12*((1+$C$17)^(Y42-1))*(Y42<=$C$19),=$C$12*((1+$C$17)^(Y42-1))*(Y42<=$C$19)
Calculation Debt,Z47,=$C$12*((1+$C$17)^(Z42-1))*(Z42<=$C$19),=$C$12*((1+$C$17)^(Z42-1))*(Z42<=$C$19)
Calculation Debt,AA47,=$C$12*((1+$C$17)^(AA42-1))*(AA42<=$C$19),=$C$12*((1+$C$17)^(AA42-1))*(AA42<=$C$19)
Calculation Debt,AB47,=$C$12*((1+$C$17)^(AB42-1))*(AB42<=$C$19),=$C$12*((1+$C$17)^(AB42-1))*(AB42<=$C$19)
Calculation Debt,B48,Offtake Price,
Calculation Debt,D48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(D42-1))*(D42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(D42-1))*(D42<=$C$19),Summary!$D$19)"
Calculation Debt,E48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(E42-1))*(E42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(E42-1))*(E42<=$C$19),Summary!$D$19)"
Calculation Debt,F48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(F42-1))*(F42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(F42-1))*(F42<=$C$19),Summary!$D$19)"
Calculation Debt,G48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(G42-1))*(G42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(G42-1))*(G42<=$C$19),Summary!$D$19)"
Calculation Debt,H48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(H42-1))*(H42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(H42-1))*(H42<=$C$19),Summary!$D$19)"
Calculation Debt,I48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(I42-1))*(I42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(I42-1))*(I42<=$C$19),Summary!$D$19)"
Calculation Debt,J48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(J42-1))*(J42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(J42-1))*(J42<=$C$19),Summary!$D$19)"
Calculation Debt,K48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(K42-1))*(K42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(K42-1))*(K42<=$C$19),Summary!$D$19)"
Calculation Debt,L48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(L42-1))*(L42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(L42-1))*(L42<=$C$19),Summary!$D$19)"
Calculation Debt,M48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(M42-1))*(M42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(M42-1))*(M42<=$C$19),Summary!$D$19)"
Calculation Debt,N48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(N42-1))*(N42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(N42-1))*(N42<=$C$19),Summary!$D$19)"
Calculation Debt,O48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(O42-1))*(O42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(O42-1))*(O42<=$C$19),Summary!$D$19)"
Calculation Debt,P48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(P42-1))*(P42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(P42-1))*(P42<=$C$19),Summary!$D$19)"
Calculation Debt,Q48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(Q42-1))*(Q42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(Q42-1))*(Q42<=$C$19),Summary!$D$19)"
Calculation Debt,R48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(R42-1))*(R42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(R42-1))*(R42<=$C$19),Summary!$D$19)"
Calculation Debt,S48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(S42-1))*(S42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(S42-1))*(S42<=$C$19),Summary!$D$19)"
Calculation Debt,T48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(T42-1))*(T42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(T42-1))*(T42<=$C$19),Summary!$D$19)"
Calculation Debt,U48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(U42-1))*(U42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(U42-1))*(U42<=$C$19),Summary!$D$19)"
Calculation Debt,V48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(V42-1))*(V42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(V42-1))*(V42<=$C$19),Summary!$D$19)"
Calculation Debt,W48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(W42-1))*(W42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(W42-1))*(W42<=$C$19),Summary!$D$19)"
Calculation Debt,X48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(X42-1))*(X42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(X42-1))*(X42<=$C$19),Summary!$D$19)"
Calculation Debt,Y48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(Y42-1))*(Y42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(Y42-1))*(Y42<=$C$19),Summary!$D$19)"
Calculation Debt,Z48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(Z42-1))*(Z42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(Z42-1))*(Z42<=$C$19),Summary!$D$19)"
Calculation Debt,AA48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(AA42-1))*(AA42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(AA42-1))*(AA42<=$C$19),Summary!$D$19)"
Calculation Debt,AB48,"=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(AB42-1))*(AB42<=$C$19),Summary!$D$19)","=IF(Summary!$D$19<1,$C$15*((1+$C$18)^(AB42-1))*(AB42<=$C$19),Summary!$D$19)"
Calculation Debt,B50,Export income,
Calculation Debt,D50,=('Calculation Debt'!D$44*(1-D$46)*D$47)/100,=('Calculation Debt'!D$44*(1-D$46)*D$47)/100
Calculation Debt,E50,=(E$44*(1-E$46)*E$47)/100,=(E$44*(1-E$46)*E$47)/100
Calculation Debt,F50,=(F$44*(1-F$46)*F$47)/100,=(F$44*(1-F$46)*F$47)/100
Calculation Debt,G50,=(G$44*(1-G$46)*G$47)/100,=(G$44*(1-G$46)*G$47)/100
Calculation Debt,H50,=(H$44*(1-H$46)*H$47)/100,=(H$44*(1-H$46)*H$47)/100
Calculation Debt,I50,=(I$44*(1-I$46)*I$47)/100,=(I$44*(1-I$46)*I$47)/100
Calculation Debt,J50,=(J$44*(1-J$46)*J$47)/100,=(J$44*(1-J$46)*J$47)/100
Calculation Debt,K50,=(K$44*(1-K$46)*K$47)/100,=(K$44*(1-K$46)*K$47)/100
Calculation Debt,L50,=(L$44*(1-L$46)*L$47)/100,=(L$44*(1-L$46)*L$47)/100
Calculation Debt,M50,=(M$44*(1-M$46)*M$47)/100,=(M$44*(1-M$46)*M$47)/100
Calculation Debt,N50,=(N$44*(1-N$46)*N$47)/100,=(N$44*(1-N$46)*N$47)/100
Calculation Debt,O50,=(O$44*(1-O$46)*O$47)/100,=(O$44*(1-O$46)*O$47)/100
Calculation Debt,P50,=(P$44*(1-P$46)*P$47)/100,=(P$44*(1-P$46)*P$47)/100
Calculation Debt,Q50,=(Q$44*(1-Q$46)*Q$47)/100,=(Q$44*(1-Q$46)*Q$47)/100
Calculation Debt,R50,=(R$44*(1-R$46)*R$47)/100,=(R$44*(1-R$46)*R$47)/100
Calculation Debt,S50,=(S$44*(1-S$46)*S$47)/100,=(S$44*(1-S$46)*S$47)/100
Calculation Debt,T50,=(T$44*(1-T$46)*T$47)/100,=(T$44*(1-T$46)*T$47)/100
Calculation Debt,U50,=(U$44*(1-U$46)*U$47)/100,=(U$44*(1-U$46)*U$47)/100
Calculation Debt,V50,=(V$44*(1-V$46)*V$47)/100,=(V$44*(1-V$46)*V$47)/100
Calculation Debt,W50,=(W$44*(1-W$46)*W$47)/100,=(W$44*(1-W$46)*W$47)/100
Calculation Debt,X50,=(X$44*(1-X$46)*X$47)/100,=(X$44*(1-X$46)*X$47)/100
Calculation Debt,Y50,=(Y$44*(1-Y$46)*Y$47)/100,=(Y$44*(1-Y$46)*Y$47)/100
Calculation Debt,Z50,=(Z$44*(1-Z$46)*Z$47)/100,=(Z$44*(1-Z$46)*Z$47)/100
Calculation Debt,AA50,=(AA$44*(1-AA$46)*AA$47)/100,=(AA$44*(1-AA$46)*AA$47)/100
Calculation Debt,AB50,=(AB$44*(1-AB$46)*AB$47)/100,=(AB$44*(1-AB$46)*AB$47)/100
Calculation Debt,B51,PPA income,
Calculation Debt,D51,=(+'Calculation Debt'!D$44*(D$46)*D$48)/100,=(+'Calculation Debt'!D$44*(D$46)*D$48)/100
Calculation Debt,E51,=(+E$44*(E$46)*E$48)/100,=(+E$44*(E$46)*E$48)/100
Calculation Debt,F51,=(+F$44*(F$46)*F$48)/100,=(+F$44*(F$46)*F$48)/100
Calculation Debt,G51,=(+G$44*(G$46)*G$48)/100,=(+G$44*(G$46)*G$48)/100
Calculation Debt,H51,=(+H$44*(H$46)*H$48)/100,=(+H$44*(H$46)*H$48)/100
Calculation Debt,I51,=(+I$44*(I$46)*I$48)/100,=(+I$44*(I$46)*I$48)/100
Calculation Debt,J51,=(+J$44*(J$46)*J$48)/100,=(+J$44*(J$46)*J$48)/100
Calculation Debt,K51,=(+K$44*(K$46)*K$48)/100,=(+K$44*(K$46)*K$48)/100
Calculation Debt,L51,=(+L$44*(L$46)*L$48)/100,=(+L$44*(L$46)*L$48)/100
Calculation Debt,M51,=(+M$44*(M$46)*M$48)/100,=(+M$44*(M$46)*M$48)/100
Calculation Debt,N51,=(+N$44*(N$46)*N$48)/100,=(+N$44*(N$46)*N$48)/100
Calculation Debt,O51,=(+O$44*(O$46)*O$48)/100,=(+O$44*(O$46)*O$48)/100
Calculation Debt,P51,=(+P$44*(P$46)*P$48)/100,=(+P$44*(P$46)*P$48)/100
Calculation Debt,Q51,=(+Q$44*(Q$46)*Q$48)/100,=(+Q$44*(Q$46)*Q$48)/100
Calculation Debt,R51,=(+R$44*(R$46)*R$48)/100,=(+R$44*(R$46)*R$48)/100
Calculation Debt,S51,=(+S$44*(S$46)*S$48)/100,=(+S$44*(S$46)*S$48)/100
Calculation Debt,T51,=(+T$44*(T$46)*T$48)/100,=(+T$44*(T$46)*T$48)/100
Calculation Debt,U51,=(+U$44*(U$46)*U$48)/100,=(+U$44*(U$46)*U$48)/100
Calculation Debt,V51,=(+V$44*(V$46)*V$48)/100,=(+V$44*(V$46)*V$48)/100
Calculation Debt,W51,=(+W$44*(W$46)*W$48)/100,=(+W$44*(W$46)*W$48)/100
Calculation Debt,X51,=(+X$44*(X$46)*X$48)/100,=(+X$44*(X$46)*X$48)/100
Calculation Debt,Y51,=(+Y$44*(Y$46)*Y$48)/100,=(+Y$44*(Y$46)*Y$48)/100
Calculation Debt,Z51,=(+Z$44*(Z$46)*Z$48)/100,=(+Z$44*(Z$46)*Z$48)/100
Calculation Debt,AA51,=(+AA$44*(AA$46)*AA$48)/100,=(+AA$44*(AA$46)*AA$48)/100
Calculation Debt,AB51,=(+AB$44*(AB$46)*AB$48)/100,=(+AB$44*(AB$46)*AB$48)/100
Calculation Debt,B52,Revenue,
Calculation Debt,D52,=SUM(D50:D51),=SUM(D50:D51)
Calculation Debt,E52,=SUM(E50:E51),=SUM(E50:E51)
Calculation Debt,F52,=SUM(F50:F51),=SUM(F50:F51)
Calculation Debt,G52,=SUM(G50:G51),=SUM(G50:G51)
Calculation Debt,H52,=SUM(H50:H51),=SUM(H50:H51)
Calculation Debt,I52,=SUM(I50:I51),=SUM(I50:I51)
Calculation Debt,J52,=SUM(J50:J51),=SUM(J50:J51)
Calculation Debt,K52,=SUM(K50:K51),=SUM(K50:K51)
Calculation Debt,L52,=SUM(L50:L51),=SUM(L50:L51)
Calculation Debt,M52,=SUM(M50:M51),=SUM(M50:M51)
Calculation Debt,N52,=SUM(N50:N51),=SUM(N50:N51)
Calculation Debt,O52,=SUM(O50:O51),=SUM(O50:O51)
Calculation Debt,P52,=SUM(P50:P51),=SUM(P50:P51)
Calculation Debt,Q52,=SUM(Q50:Q51),=SUM(Q50:Q51)
Calculation Debt,R52,=SUM(R50:R51),=SUM(R50:R51)
Calculation Debt,S52,=SUM(S50:S51),=SUM(S50:S51)
Calculation Debt,T52,=SUM(T50:T51),=SUM(T50:T51)
Calculation Debt,U52,=SUM(U50:U51),=SUM(U50:U51)
Calculation Debt,V52,=SUM(V50:V51),=SUM(V50:V51)
Calculation Debt,W52,=SUM(W50:W51),=SUM(W50:W51)
Calculation Debt,X52,=SUM(X50:X51),=SUM(X50:X51)
Calculation Debt,Y52,=SUM(Y50:Y51),=SUM(Y50:Y51)
Calculation Debt,Z52,=SUM(Z50:Z51),=SUM(Z50:Z51)
Calculation Debt,AA52,=SUM(AA50:AA51),=SUM(AA50:AA51)
Calculation Debt,AB52,=SUM(AB50:AB51),=SUM(AB50:AB51)
Calculation Debt,B55,Billing,
Calculation Debt,D55,=$H$20*(1+$C$16)^(D42-1)*(D42<=$C$19),=$H$20*(1+$C$16)^(D42-1)*(D42<=$C$19)
Calculation Debt,E55,=$H$20*(1+$C$16)^(E42-1)*(E42<=$C$19),=$H$20*(1+$C$16)^(E42-1)*(E42<=$C$19)
Calculation Debt,F55,=$H$20*(1+$C$16)^(F42-1)*(F42<=$C$19),=$H$20*(1+$C$16)^(F42-1)*(F42<=$C$19)
Calculation Debt,G55,=$I$20*(1+$C$16)^(G42-1)*(G42<=$C$19),=$I$20*(1+$C$16)^(G42-1)*(G42<=$C$19)
Calculation Debt,H55,=$I$20*(1+$C$16)^(H42-1)*(H42<=$C$19),=$I$20*(1+$C$16)^(H42-1)*(H42<=$C$19)
Calculation Debt,I55,=$I$20*(1+$C$16)^(I42-1)*(I42<=$C$19),=$I$20*(1+$C$16)^(I42-1)*(I42<=$C$19)
Calculation Debt,J55,=$I$20*(1+$C$16)^(J42-1)*(J42<=$C$19),=$I$20*(1+$C$16)^(J42-1)*(J42<=$C$19)
Calculation Debt,K55,=$I$20*(1+$C$16)^(K42-1)*(K42<=$C$19),=$I$20*(1+$C$16)^(K42-1)*(K42<=$C$19)
Calculation Debt,L55,=$I$20*(1+$C$16)^(L42-1)*(L42<=$C$19),=$I$20*(1+$C$16)^(L42-1)*(L42<=$C$19)
Calculation Debt,M55,=$I$20*(1+$C$16)^(M42-1)*(M42<=$C$19),=$I$20*(1+$C$16)^(M42-1)*(M42<=$C$19)
Calculation Debt,N55,=$I$20*(1+$C$16)^(N42-1)*(N42<=$C$19),=$I$20*(1+$C$16)^(N42-1)*(N42<=$C$19)
Calculation Debt,O55,=$I$20*(1+$C$16)^(O42-1)*(O42<=$C$19),=$I$20*(1+$C$16)^(O42-1)*(O42<=$C$19)
Calculation Debt,P55,=$I$20*(1+$C$16)^(P42-1)*(P42<=$C$19),=$I$20*(1+$C$16)^(P42-1)*(P42<=$C$19)
Calculation Debt,Q55,=$I$20*(1+$C$16)^(Q42-1)*(Q42<=$C$19),=$I$20*(1+$C$16)^(Q42-1)*(Q42<=$C$19)
Calculation Debt,R55,=$I$20*(1+$C$16)^(R42-1)*(R42<=$C$19),=$I$20*(1+$C$16)^(R42-1)*(R42<=$C$19)
Calculation Debt,S55,=$I$20*(1+$C$16)^(S42-1)*(S42<=$C$19),=$I$20*(1+$C$16)^(S42-1)*(S42<=$C$19)
Calculation Debt,T55,=$I$20*(1+$C$16)^(T42-1)*(T42<=$C$19),=$I$20*(1+$C$16)^(T42-1)*(T42<=$C$19)
Calculation Debt,U55,=$I$20*(1+$C$16)^(U42-1)*(U42<=$C$19),=$I$20*(1+$C$16)^(U42-1)*(U42<=$C$19)
Calculation Debt,V55,=$I$20*(1+$C$16)^(V42-1)*(V42<=$C$19),=$I$20*(1+$C$16)^(V42-1)*(V42<=$C$19)
Calculation Debt,W55,=$I$20*(1+$C$16)^(W42-1)*(W42<=$C$19),=$I$20*(1+$C$16)^(W42-1)*(W42<=$C$19)
Calculation Debt,X55,=$I$20*(1+$C$16)^(X42-1)*(X42<=$C$19),=$I$20*(1+$C$16)^(X42-1)*(X42<=$C$19)
Calculation Debt,Y55,=$I$20*(1+$C$16)^(Y42-1)*(Y42<=$C$19),=$I$20*(1+$C$16)^(Y42-1)*(Y42<=$C$19)
Calculation Debt,Z55,=$I$20*(1+$C$16)^(Z42-1)*(Z42<=$C$19),=$I$20*(1+$C$16)^(Z42-1)*(Z42<=$C$19)
Calculation Debt,AA55,=$I$20*(1+$C$16)^(AA42-1)*(AA42<=$C$19),=$I$20*(1+$C$16)^(AA42-1)*(AA42<=$C$19)
Calculation Debt,AB55,=$I$20*(1+$C$16)^(AB42-1)*(AB42<=$C$19),=$I$20*(1+$C$16)^(AB42-1)*(AB42<=$C$19)
Calculation Debt,B56,Asset mangement,
Calculation Debt,D56,=$C$7*$H$21*(1+$C$16)^(D42-1)*(D42<=$C$19),=$C$7*$H$21*(1+$C$16)^(D42-1)*(D42<=$C$19)
Calculation Debt,E56,=$C$7*$H$21*(1+$C$16)^(E42-1)*(E42<=$C$19),=$C$7*$H$21*(1+$C$16)^(E42-1)*(E42<=$C$19)
Calculation Debt,F56,=$C$7*$H$21*(1+$C$16)^(F42-1)*(F42<=$C$19),=$C$7*$H$21*(1+$C$16)^(F42-1)*(F42<=$C$19)
Calculation Debt,G56,=$C$7*$H$21*(1+$C$16)^(G42-1)*(G42<=$C$19),=$C$7*$H$21*(1+$C$16)^(G42-1)*(G42<=$C$19)
Calculation Debt,H56,=$C$7*$H$21*(1+$C$16)^(H42-1)*(H42<=$C$19),=$C$7*$H$21*(1+$C$16)^(H42-1)*(H42<=$C$19)
Calculation Debt,I56,=$C$7*$H$21*(1+$C$16)^(I42-1)*(I42<=$C$19),=$C$7*$H$21*(1+$C$16)^(I42-1)*(I42<=$C$19)
Calculation Debt,J56,=$C$7*$H$21*(1+$C$16)^(J42-1)*(J42<=$C$19),=$C$7*$H$21*(1+$C$16)^(J42-1)*(J42<=$C$19)
Calculation Debt,K56,=$C$7*$H$21*(1+$C$16)^(K42-1)*(K42<=$C$19),=$C$7*$H$21*(1+$C$16)^(K42-1)*(K42<=$C$19)
Calculation Debt,L56,=$C$7*$H$21*(1+$C$16)^(L42-1)*(L42<=$C$19),=$C$7*$H$21*(1+$C$16)^(L42-1)*(L42<=$C$19)
Calculation Debt,M56,=$C$7*$H$21*(1+$C$16)^(M42-1)*(M42<=$C$19),=$C$7*$H$21*(1+$C$16)^(M42-1)*(M42<=$C$19)
Calculation Debt,N56,=$C$7*$H$21*(1+$C$16)^(N42-1)*(N42<=$C$19),=$C$7*$H$21*(1+$C$16)^(N42-1)*(N42<=$C$19)
Calculation Debt,O56,=$C$7*$H$21*(1+$C$16)^(O42-1)*(O42<=$C$19),=$C$7*$H$21*(1+$C$16)^(O42-1)*(O42<=$C$19)
Calculation Debt,P56,=$C$7*$H$21*(1+$C$16)^(P42-1)*(P42<=$C$19),=$C$7*$H$21*(1+$C$16)^(P42-1)*(P42<=$C$19)
Calculation Debt,Q56,=$C$7*$H$21*(1+$C$16)^(Q42-1)*(Q42<=$C$19),=$C$7*$H$21*(1+$C$16)^(Q42-1)*(Q42<=$C$19)
Calculation Debt,R56,=$C$7*$H$21*(1+$C$16)^(R42-1)*(R42<=$C$19),=$C$7*$H$21*(1+$C$16)^(R42-1)*(R42<=$C$19)
Calculation Debt,S56,=$C$7*$H$21*(1+$C$16)^(S42-1)*(S42<=$C$19),=$C$7*$H$21*(1+$C$16)^(S42-1)*(S42<=$C$19)
Calculation Debt,T56,=$C$7*$H$21*(1+$C$16)^(T42-1)*(T42<=$C$19),=$C$7*$H$21*(1+$C$16)^(T42-1)*(T42<=$C$19)
